"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"ACTIVITY";"Activité économique";"K65";"Assurance";
"ACTIVITY";"Activité économique";"C32";"Autres industries manufacturières";
"ACTIVITY";"Activité économique";"C";"Industrie manufacturière";
"ACTIVITY";"Activité économique";"B08";"Autres industries extractives";
"ACTIVITY";"Activité économique";"GTN_RTU";"Services principalement marchands";
"ACTIVITY";"Activité économique";"E36";"Captage, traitement et distribution d'eau";
"ACTIVITY";"Activité économique";"I56";"Restauration";
"ACTIVITY";"Activité économique";"B06";"Extraction d'hydrocarbures";
"ACTIVITY";"Activité économique";"R90";"Activités créatives, artistiques et de spectacle";
"ACTIVITY";"Activité économique";"A01";"Culture et production animale, chasse et services annexes";
"ACTIVITY";"Activité économique";"C30";"Fabrication d'autres matériels de transport";
"ACTIVITY";"Activité économique";"I55";"Hébergement";
"ACTIVITY";"Activité économique";"M74_75";"Autres activités spécialisées, scientifiques et techniques ; activités vétérinaires";
"ACTIVITY";"Activité économique";"A03";"Pêche et aquaculture";
"ACTIVITY";"Activité économique";"G46";"Commerce de gros, à l'exception des automobiles et des motocycles";
"ACTIVITY";"Activité économique";"R90T92";"Arts, divertissement et musées";
"ACTIVITY";"Activité économique";"K66";"Activités auxiliaires de services financiers et d'assurance";
"ACTIVITY";"Activité économique";"C11";"Fabrication de boissons";
"ACTIVITY";"Activité économique";"J59";"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";
"ACTIVITY";"Activité économique";"J62";"Programmation, conseil et autres activités informatiques";
"ACTIVITY";"Activité économique";"M69";"Activités juridiques et comptables";
"ACTIVITY";"Activité économique";"F42";"Génie civil";
"ACTIVITY";"Activité économique";"H50";"Transports par eau";
"ACTIVITY";"Activité économique";"C14";"Industrie de l'habillement";
"ACTIVITY";"Activité économique";"C13";"Fabrication de textiles";
"ACTIVITY";"Activité économique";"C29";"Industrie automobile";
"ACTIVITY";"Activité économique";"N81";"Services relatifs aux bâtiments et aménagement paysager";
"ACTIVITY";"Activité économique";"G47";"Commerce de détail, à l'exception des automobiles et des motocycles";
"ACTIVITY";"Activité économique";"C23";"Fabrication d'autres produits minéraux non métalliques";
"ACTIVITY";"Activité économique";"E37";"Collecte et traitement des eaux usées";
"ACTIVITY";"Activité économique";"Q88";"Action sociale sans hébergement";
"ACTIVITY";"Activité économique";"J60";"Programmation et diffusion";
"ACTIVITY";"Activité économique";"H51";"Transports aériens";
"ACTIVITY";"Activité économique";"M74";"Autres activités spécialisées, scientifiques et techniques";
"ACTIVITY";"Activité économique";"E39";"Dépollution et autres services de gestion des déchets";
"ACTIVITY";"Activité économique";"138G_C10C";"Transformation et conservation de fruits et légumes";
"ACTIVITY";"Activité économique";"B05";"Extraction de houille et de lignite";
"ACTIVITY";"Activité économique";"C12";"Fabrication de produits à base de tabac";
"ACTIVITY";"Activité économique";"K64";"Activités des services financiers, hors assurance et caisses de retraite";
"ACTIVITY";"Activité économique";"C31";"Fabrication de meubles";
"ACTIVITY";"Activité économique";"C24";"Métallurgie";
"ACTIVITY";"Activité économique";"Q87";"Hébergement médico-social et social";
"ACTIVITY";"Activité économique";"R91";"Bibliothèques, archives, musées et autres activités culturelles";
"ACTIVITY";"Activité économique";"B07";"Extraction de minerais métalliques";
"ACTIVITY";"Activité économique";"M70";"Activités des sièges sociaux ; conseil de gestion";
"ACTIVITY";"Activité économique";"N80";"Enquêtes et sécurité";
"ACTIVITY";"Activité économique";"138G_C12Z";"Fabrication de produits à base de tabac";
"ACTIVITY";"Activité économique";"B09";"Services de soutien aux industries extractives";
"ACTIVITY";"Activité économique";"A02";"Sylviculture et exploitation forestière";
"ACTIVITY";"Activité économique";"138G_C10D";"Fabrication d’huiles et graisses végétales et animales";
"ACTIVITY";"Activité économique";"138G_C10F";"Travail des grains ; fabrication de produits amylacés";
"ACTIVITY";"Activité économique";"N82";"Activités administratives et autres activités de soutien aux entreprises";
"ACTIVITY";"Activité économique";"T97";"Activités des ménages en tant qu'employeurs de personnel domestique";
"ACTIVITY";"Activité économique";"138G_C10B";"Transformation et conservation de poisson, de crustacés et de mollusques";
"ACTIVITY";"Activité économique";"138G_C10E";"Fabrication de produits laitiers";
"ACTIVITY";"Activité économique";"138G_C10A";"Transformation et conservation de la viande et préparation de produits à base de viande";
"ACTIVITY";"Activité économique";"138G_C10H";"Fabrication d'autres produits alimentaires";
"ACTIVITY";"Activité économique";"138G_C10G";"Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires";
"ACTIVITY";"Activité économique";"138G_C11Z";"Fabrication de boissons";
"ACTIVITY";"Activité économique";"U";"Activités extra-territoriales";
"ACTIVITY";"Activité économique";"U99";"Activités des organisations et organismes extraterritoriaux";
"ACTIVITY";"Activité économique";"_T";"Total";
"CONF_STATUS";"Statut de confidentialité";"F";"Diffusable";
"COUNTERPART_AREA";"Zone de contrepartie";"W2";"Territoire national";
"COUNTERPART_AREA";"Zone de contrepartie";"W0";"Monde";
"COUNTERPART_AREA";"Zone de contrepartie";"W1";"Reste du monde";
"COUNTERPART_AREA";"Zone de contrepartie";"W08";"Intérieur vis-à-vis du monde plus reste du monde vis-à-vis de l'intérieur";
"COUNTERPART_AREA";"Zone de contrepartie";"K11";"Pays membres de l’Union Européenne et hors de la Zone Euro (composition fixe, au 1er janvier 2023)";
"COUNTERPART_AREA";"Zone de contrepartie";"B01";"Pays de l’Union Européenne participant au mécanisme de surveillance unique";
"COUNTERPART_AREA";"Zone de contrepartie";"B6";"Pays membres de l’Union Européenne (composition fixe, au 31 janvier 2020, post brexit)";
"COUNTERPART_AREA";"Zone de contrepartie";"D6";"Pays hors pays membres de l’Union Européenne (composition fixe, au 31 janvier 2020,  post brexit)";
"COUNTERPART_AREA";"Zone de contrepartie";"I9";"Pays membres de la Zone Euro (composition fixe, au 1er janvier 2023)";
"COUNTERPART_AREA";"Zone de contrepartie";"4Y";"Institutions de l’Union Européenne";
"DECIMALS";"Décimales";"1";"Un";
"DECIMALS";"Décimales";"3";"Trois";
"FREQ";"Fréquence";"A";"Annuel";
"INSTR_ASSET";"Classe d'actifs passifs";"_Z";"Total";
"INSTR_ASSET";"Classe d'actifs passifs";"N11G";"Actifs fixes par type d’actifs (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1G";"Actifs non financiers produits (brut)";
"OBS_STATUS";"Statut de l'observation";"A";"Normale";
"OBS_STATUS";"Statut de l'observation";"P";"Valeur provisoire";
"OBS_STATUS";"Statut de l'observation";"L";"Valeur manquante : les données existent mais ne sont pas collectées (non disponible : nd)";
"OBS_STATUS";"Statut de l'observation";"M";"Valeur manquante : les données n’existent pas (sans objet : so)";
"OBS_STATUS_FR";"Version";"D";"Définitif";
"OBS_STATUS_FR";"Version";"SD";"Semi-définitif";
"OBS_STATUS_FR";"Version";"PROV";"Provisoire";
"PRICES";"Valorisation des prix";"V";"En valeur aux prix courants";
"PRICES";"Valorisation des prix";"L";"En volume aux prix de l’année précédente chaînés";
"PRODUCT";"Produit";"CPA_RTU";"Services artistiques et du spectacle et services récréatifs ; autres services ; services des ménages et services extra-territoriaux";
"PRODUCT";"Produit";"CPA_J";"Services d'information et de communication";
"PRODUCT";"Produit";"CPA_H51";"Transports aériens";
"PRODUCT";"Produit";"CPA_C16T18";"Bois, articles en bois et en liège, à l'exclusion des meubles ; articles de vannerie et de sparterie ; papier et carton ; travaux d'impression et de reproduction";
"PRODUCT";"Produit";"CPA_C13T15";"Textiles, articles d’habillement, cuir et articles en cuir";
"PRODUCT";"Produit";"CPA_G45";"Commerce et réparation d'automobiles et de motocycles";
"PRODUCT";"Produit";"CPA_GTN_RTU";"Services principalements marchands";
"PRODUCT";"Produit";"CPA_H49";"Transports terrestres et transports par conduites";
"PRODUCT";"Produit";"CPA_C21";"Produits pharmaceutiques de base et préparations pharmaceutiques";
"PRODUCT";"Produit";"CPA_J61";"Services de télécommunications";
"PRODUCT";"Produit";"CPA_BTE";"Produits industriels (hors travaux de construction)";
"PRODUCT";"Produit";"CPA_C28";"Machines et équipements n.c.a.";
"PRODUCT";"Produit";"CPA_C26T28";"Équipements électriques ; produits informatiques, électroniques et optiques ; machines et équipements n.c.a.";
"PRODUCT";"Produit";"CPA_F";"Constructions et travaux de construction";
"PRODUCT";"Produit";"CPA_M69T71";"Services juridiques et comptables ; services des sièges sociaux ; services de conseil en gestion ; services d'architecture et d'ingénierie ; services de contrôle et analyses techniques";
"PRODUCT";"Produit";"CPA_G";"Commerce ; réparation d'automobiles et de motocycles";
"PRODUCT";"Produit";"CPA_B05";"Houille et lignite";
"PRODUCT";"Produit";"CPA_M71";"Services d'architecture et d'ingénierie ; services de contrôle et analyses techniques";
"PRODUCT";"Produit";"CPA_D35";"Électricité, gaz, vapeur et air conditionné";
"PRODUCT";"Produit";"CPA_I";"Services d'hébergement et de restauration";
"PRODUCT";"Produit";"CPA_S95";"Services de réparation d'ordinateurs et de biens personnels et domestiques";
"PRODUCT";"Produit";"CPA_C_OTH";"Autres produits manufacturés";
"PRODUCT";"Produit";"CPA_N";"Services administratifs et d'assistance";
"PRODUCT";"Produit";"CPA_C29_30";"Véhicules autres matériels de transport";
"PRODUCT";"Produit";"CPA_C26";"Produits informatiques, électroniques et optiques";
"PRODUCT";"Produit";"CPA_C24_25";"Produits métallurgiques et produits métalliques, à l'exclusion des machines et équipements";
"PRODUCT";"Produit";"CPA_C22_23";"Produits en caoutchouc, en plastique et autres produits minéraux non métalliques";
"PRODUCT";"Produit";"CPA_K";"Services financiers et assurances";
"PRODUCT";"Produit";"CPA_Q87_88";"Services d'hébergement médico-social et social ; services d'action sociale sans hébergement";
"PRODUCT";"Produit";"CPA_C10T12";"Produits des industries alimentaires, boissons et produits à base de tabac";
"PRODUCT";"Produit";"CPA_Q86";"Services de santé humaine";
"PRODUCT";"Produit";"CPA_C27";"Équipements électriques";
"PRODUCT";"Produit";"CPA_I55";"Services d'hébergement";
"PRODUCT";"Produit";"CPA_F43";"Travaux de construction spécialisés";
"PRODUCT";"Produit";"CPA_OTQ";"Services d'administration publique, de défense, de l’enseignement, de santé humaine et d'action sociale";
"PRODUCT";"Produit";"CPA_C31T33";"Meubles, autres produits manufacturés, réparation et installation de machines et d'équipements";
"PRODUCT";"Produit";"CPA_C19";"Produits de la cokéfaction et du raffinage";
"PRODUCT";"Produit";"CPA_M_N";"Services professionnels, scientifiques et techniques ; services administratifs et d'assistance";
"PRODUCT";"Produit";"CPA_C12";"Produits à base de tabac";
"PRODUCT";"Produit";"CPA_M73T75";"Services de publicité et d'études de marché ; autres services spécialisés, scientifiques et techniques ; services vétérinaires";
"PRODUCT";"Produit";"CPA_GTI";"Commerce ; services de transport et d'entreposage ; services d'hébergement et de restauration";
"PRODUCT";"Produit";"CPA_S";"Autres services";
"PRODUCT";"Produit";"CPA_M72";"Recherche et développement scientifique";
"PRODUCT";"Produit";"CPA_M69";"Services juridiques et comptables";
"PRODUCT";"Produit";"CPA_C23";"Autres produits minéraux non métalliques";
"PRODUCT";"Produit";"CPA_R";"Services artistiques et du spectacle et services récréatifs";
"PRODUCT";"Produit";"CPA_H";"Services de transport et d'entreposage";
"PRODUCT";"Produit";"CPA_J58T60";"Édition ; production de films cinématographiques, de vidéos et de programmes de télévision ; enregistrement sonore et édition musicale ; programmation et diffusion";
"PRODUCT";"Produit";"CPA_C20";"Produits chimiques";
"PRODUCT";"Produit";"CPA_R90";"Services créatifs, artistiques et du spectacle";
"PRODUCT";"Produit";"CPA_B";"Produits des industries extractives";
"PRODUCT";"Produit";"CPA_J62_63";"Programmation, conseil et autres activités informatiques ; services d'information";
"PRODUCT";"Produit";"CPA_O84";"Services d'administration publique et de défense ; services de sécurité sociale obligatoire";
"PRODUCT";"Produit";"CPA_C10";"Produits des industries alimentaires";
"PRODUCT";"Produit";"CPA_Q88";"Services d'action sociale sans hébergement";
"PRODUCT";"Produit";"CPA_E";"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";
"PRODUCT";"Produit";"CPA_B07";"Minerais métalliques";
"PRODUCT";"Produit";"CPA_P85";"Services de l'enseignement";
"PRODUCT";"Produit";"CPA_L";"Services immobiliers";
"PRODUCT";"Produit";"CPA_A";"Produits de l'agriculture, de la sylviculture et de la pêche";
"PRODUCT";"Produit";"CPA_A01";"Produits de l'agriculture et de la chasse et services annexes";
"PRODUCT";"Produit";"CPA_S96";"Autres services personnels";
"PRODUCT";"Produit";"CPA_E36";"Eau naturelle ; traitement et distribution d'eau";
"PRODUCT";"Produit";"CPA_I56";"Services de restauration et de débits de boissons";
"PRODUCT";"Produit";"CPA_K64";"Services financiers, hors assurances et caisses de retraite";
"PRODUCT";"Produit";"CPA_J60";"Programmation et diffusion";
"PRODUCT";"Produit";"CPA_B_D_E";"Produits industriels (hors produits manufacturés et travaux de construction)";
"PRODUCT";"Produit";"CPA_H52";"Entreposage et services auxiliaires des transports";
"PRODUCT";"Produit";"CPA_H50";"Transport par eau";
"PRODUCT";"Produit";"CPA_R93";"Services sportifs, récréatifs et de loisirs";
"PRODUCT";"Produit";"CPA_H53";"Services de poste et de courrier";
"PRODUCT";"Produit";"CPA_C16";"Bois, articles en bois et en liège, à l'exclusion des meubles ; articles de vannerie et de sparterie";
"PRODUCT";"Produit";"CPA_C18";"Travaux d'impression et de reproduction";
"PRODUCT";"Produit";"CPA_R92";"Jeux de hasard et d'argent";
"PRODUCT";"Produit";"CPA_E37";"Collecte et traitement des eaux usées ; boues d'épuration";
"PRODUCT";"Produit";"CPA_L68";"Services immobiliers";
"PRODUCT";"Produit";"CPA_S94";"Services fournis par des organisations associatives";
"PRODUCT";"Produit";"CPA_C15";"Cuir et articles en cuir";
"PRODUCT";"Produit";"CPA_C32";"Autres produits manufacturés";
"PRODUCT";"Produit";"CPA_J62";"Programmation, conseil et autres activités informatiques";
"PRODUCT";"Produit";"CPA_F42";"Ouvrages et travaux de construction relatifs au génie civil";
"PRODUCT";"Produit";"CPA_C30";"Autres matériels de transport";
"PRODUCT";"Produit";"CPA_C17";"Papier et carton";
"PRODUCT";"Produit";"CPA_N77";"Location et location-bail";
"PRODUCT";"Produit";"CPA_N82";"Services administratifs et autres services de soutien aux entreprises";
"PRODUCT";"Produit";"CPA_R91";"Services des bibliothèques, archives, musées et autres services culturels";
"PRODUCT";"Produit";"CPA_C24";"Produits métallurgiques";
"PRODUCT";"Produit";"CPA_C13";"Produits de l'industrie textile";
"PRODUCT";"Produit";"CPA_M74";"Autres services spécialisés, scientifiques et techniques";
"PRODUCT";"Produit";"CPA_J63";"Services d'information";
"PRODUCT";"Produit";"CPA_N80";"Services de sécurité et d'enquête";
"PRODUCT";"Produit";"CPA_CHTR";"Correction territoriale";
"PRODUCT";"Produit";"CPA_A03";"Produits de la pêche et de l'aquaculture ; services de soutien à la pêche";
"PRODUCT";"Produit";"CPA_Q87";"Services d'hébergement médico-social et social";
"PRODUCT";"Produit";"CPA_M70";"Services des sièges sociaux ; services de conseil en gestion";
"PRODUCT";"Produit";"CPA_B06";"Hydrocarbures";
"PRODUCT";"Produit";"CPA_M75";"Services vétérinaires";
"PRODUCT";"Produit";"CPA_C31";"Meubles";
"PRODUCT";"Produit";"CPA_L68A";"Loyers imputés des logements occupés par leur propriétaire";
"PRODUCT";"Produit";"CPA_C11";"Boissons";
"PRODUCT";"Produit";"CPA_C14";"Articles d'habillement";
"PRODUCT";"Produit";"CPA_G47";"Commerce de détail, à l'exclusion des automobiles et des motocycles";
"PRODUCT";"Produit";"CPA_C22";"Produits en caoutchouc et en plastique";
"PRODUCT";"Produit";"CPA_J59";"Production de films cinématographiques, de vidéos et de programmes de télévision ; enregistrement sonore et édition musicale";
"PRODUCT";"Produit";"CPA_C25";"Produits métalliques, à l'exclusion des machines et équipements";
"PRODUCT";"Produit";"CPA_J58";"Édition";
"PRODUCT";"Produit";"CPA_N81";"Services relatifs aux bâtiments et aménagement paysager";
"PRODUCT";"Produit";"CPA_C33";"Réparation et installation de machines et d'équipements";
"PRODUCT";"Produit";"CPA_N79";"Services des agences de voyage, des voyagistes et autres services de réservation et services connexes";
"PRODUCT";"Produit";"CPA_E38";"Collecte, traitement et élimination des déchets ; récupération de matériaux";
"PRODUCT";"Produit";"CPA_B08";"Autres produits des industries extractives";
"PRODUCT";"Produit";"CPA_K65";"Services d'assurance, de réassurance et de caisses de retraite, à l'exclusion de la sécurité sociale obligatoire";
"PRODUCT";"Produit";"CPA_C29";"Véhicules automobiles, remorques et semi-remorques";
"PRODUCT";"Produit";"CPA_E39";"Dépollution et autres services de gestion des déchets";
"PRODUCT";"Produit";"CPA_T";"Services des ménages en tant qu'employeurs ; biens et services divers produits par les ménages pour leur usage propre";
"PRODUCT";"Produit";"CPA_T97";"Services des ménages en tant qu'employeurs de personnel domestique";
"PRODUCT";"Produit";"CPA_CAFAB";"Correction CAF/FAB";
"PRODUCT";"Produit";"CPA_A02";"Produits sylvicoles et services annexes";
"PRODUCT";"Produit";"CPA_N78";"Services liés à l'emploi";
"PRODUCT";"Produit";"CPA_K66";"Services auxiliaires aux services financiers et aux assurances";
"PRODUCT";"Produit";"CPA_B09";"Services de soutien aux industries extractives";
"PRODUCT";"Produit";"CPA_F41";"Bâtiments et travaux de construction de bâtiments";
"PRODUCT";"Produit";"CPA_M73";"Services de publicité et d'études de marché";
"PRODUCT";"Produit";"CPA_G46";"Commerce de gros, à l'exclusion des automobiles et des motocycles";
"PRODUCT";"Produit";"_T";"Total";
"REF_SECTOR";"Secteur institutionnel";"S1";"Économie totale";
"REF_SECTOR";"Secteur institutionnel";"S13111";"État";
"REF_SECTOR";"Secteur institutionnel";"S1M";"Ménages et institutions sans but lucratif au services des ménages";
"REF_SECTOR";"Secteur institutionnel";"S1313";"Administrations locales (à l’exclusion de la sécurité sociale)";
"REF_SECTOR";"Secteur institutionnel";"S14B";"Ménages hors entrepreneurs individuels";
"REF_SECTOR";"Secteur institutionnel";"S14";"Ménages";
"REF_SECTOR";"Secteur institutionnel";"S12K66";"Sociétés financières : services principalement d’auxiliaires financiers";
"REF_SECTOR";"Secteur institutionnel";"S11";"Sociétés non financières";
"REF_SECTOR";"Secteur institutionnel";"S1314";"Administrations de sécurité sociale";
"REF_SECTOR";"Secteur institutionnel";"S13";"Administrations publiques";
"REF_SECTOR";"Secteur institutionnel";"SBS";"Biens et services";
"REF_SECTOR";"Secteur institutionnel";"S14AA";"Entreprises individuelles non financières";
"REF_SECTOR";"Secteur institutionnel";"S10";"Total des secteurs résidents";
"REF_SECTOR";"Secteur institutionnel";"S1311";"Administration centrale (à l’exclusion de la sécurité sociale)";
"REF_SECTOR";"Secteur institutionnel";"S11X14AA";"Sociétés et entreprises individuelles non financières";
"REF_SECTOR";"Secteur institutionnel";"S12K65";"Sociétés financières : services principalement d’assurance";
"REF_SECTOR";"Secteur institutionnel";"S12X14AF";"Sociétés et entreprises individuelles financières";
"REF_SECTOR";"Secteur institutionnel";"S15";"Institutions sans but lucratif au services des ménages";
"REF_SECTOR";"Secteur institutionnel";"S12K64";"Sociétés financières : services principalement financiers, hors assurance";
"REF_SECTOR";"Secteur institutionnel";"S13112";"Organismes divers d’administration centrale";
"REF_SECTOR";"Secteur institutionnel";"S12";"Sociétés financières";
"REF_SECTOR";"Secteur institutionnel";"S1N";"Non sectorisé";
"REF_SECTOR";"Secteur institutionnel";"S1312";"Administration d’états fédérés (à l’exclusion de la sécurité sociale)";
"REF_YEAR_PRICE";"Année de référence de l'indice de prix";"2020";"2020";
"STO";"Opération comptable";"TSBP";"Total ressources prix de base";
"STO";"Opération comptable";"P2";"Consommation intermédiaire";
"STO";"Opération comptable";"D1";"Rémunération des salariés";
"STO";"Opération comptable";"B2A3G";"Excédent brut d’exploitation et revenu mixte brut";
"STO";"Opération comptable";"B1G";"Valeur ajoutée brute";
"STO";"Opération comptable";"P31";"Dépense de consommation individuelle";
"STO";"Opération comptable";"P1";"Production";
"STO";"Opération comptable";"P11";"Production marchande";
