"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD";"GEO_OBJECT"
"INSTR_ASSET";"Classe d'actifs passifs";"N1ON";"Actifs fixes et stocks (N11 + N12)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11G";"Actifs fixes par type d’actifs (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11KG";"Constructions (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N111G";"Logements (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N112G";"Autres bâtiments et ouvrages de génie civil (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1121G";"Bâtiments non résidentiels (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1122G";"Autres ouvrages de génie civil (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11MG";"Machines et équipement + systèmes d’armes (N113 + N114) (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N113G";"Machines et équipements (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1131G";"Matériels de transport (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1132G";"Équipements TIC (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11321G";"Matériel informatique (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11322G";"Matériel de communication (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11OG";"Autres machines et équipements + systèmes d’armes (N1139+N114) (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1139G";"Autres machines et équipements (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N114G";"Systèmes d’armes (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N117G";"Droits de propriété intellectuelle (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N115G";"Ressources biologiques cultivées (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1171G";"Recherche et développement (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1173G";"Logiciels et bases de données (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1174G";"Œuvres récréatives, littéraires ou artistiques originales (brut)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1M";"Stocks et objets de valeur (N12 + N13)";
"INSTR_ASSET";"Classe d'actifs passifs";"N12";"Stocks par type de stocks";
"INSTR_ASSET";"Classe d'actifs passifs";"N13";"Objets de valeur";
"INSTR_ASSET";"Classe d'actifs passifs";"N";"Total des actifs non financiers";
"INSTR_ASSET";"Classe d'actifs passifs";"N1";"Actifs non financiers produits";
"INSTR_ASSET";"Classe d'actifs passifs";"N11";"Actifs fixes par type d’actifs";
"INSTR_ASSET";"Classe d'actifs passifs";"N11K";"Constructions";
"INSTR_ASSET";"Classe d'actifs passifs";"N111";"Logements";
"INSTR_ASSET";"Classe d'actifs passifs";"N112";"Autres bâtiments et ouvrages de génie civil";
"INSTR_ASSET";"Classe d'actifs passifs";"N1121";"Bâtiments non résidentiels";
"INSTR_ASSET";"Classe d'actifs passifs";"N1122";"Autres ouvrages de génie civil";
"INSTR_ASSET";"Classe d'actifs passifs";"N113";"Machines et équipements";
"INSTR_ASSET";"Classe d'actifs passifs";"N1131";"Matériels de transport";
"INSTR_ASSET";"Classe d'actifs passifs";"N1132";"Équipements TIC";
"INSTR_ASSET";"Classe d'actifs passifs";"N1139";"Autres machines et équipements";
"INSTR_ASSET";"Classe d'actifs passifs";"N114";"Systèmes d’armes";
"INSTR_ASSET";"Classe d'actifs passifs";"N115";"Ressources biologiques cultivées";
"INSTR_ASSET";"Classe d'actifs passifs";"N117";"Droits de propriété intellectuelle";
"INSTR_ASSET";"Classe d'actifs passifs";"N1171";"Recherche et développement";
"INSTR_ASSET";"Classe d'actifs passifs";"N1173";"Logiciels et bases de données";
"INSTR_ASSET";"Classe d'actifs passifs";"N1174";"Œuvres récréatives, littéraires ou artistiques originales";
"INSTR_ASSET";"Classe d'actifs passifs";"NN";"Total des actifs non financiers (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1N";"Actifs non financiers produits (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11N";"Actifs fixes par type d’actifs (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11KN";"Constructions (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N111N";"Logements (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N112N";"Autres bâtiments et ouvrages de génie civil (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1121N";"Bâtiments non résidentiels (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1122N";"Autres ouvrages de génie civil (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11MN";"Machines et équipement + systèmes d’armes (N113 + N114) (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11M";"Machines et équipement + systèmes d’armes (N113 + N114)";
"INSTR_ASSET";"Classe d'actifs passifs";"N113N";"Machines et équipements (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1131N";"Matériels de transport (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1132N";"Équipements TIC (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11321N";"Matériel informatique (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11322N";"Matériel de communication (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N11ON";"Autres machines et équipements + systèmes d’armes (N1139+N114) (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1139N";"Autres machines et équipements (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N114N";"Systèmes d’armes (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N115N";"Ressources biologiques cultivées (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N117N";"Droits de propriété intellectuelle (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1171N";"Recherche et développement (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1173N";"Logiciels et bases de données (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1174N";"Œuvres récréatives, littéraires ou artistiques originales (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N12N";"Stocks par type de stocks (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1MN";"Stocks et objets de valeur (N12 + N13) (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N13N";"Objets de valeur (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2N";"Actifs non financiers non produits (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2";"Actifs non financiers non produits";
"INSTR_ASSET";"Classe d'actifs passifs";"N21";"Ressources naturelles";
"INSTR_ASSET";"Classe d'actifs passifs";"N21N";"Ressources naturelles (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N211";"Terrains";
"INSTR_ASSET";"Classe d'actifs passifs";"N211N";"Terrains (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2111";"Terrains supportant des bâtiments et des ouvrages de génie civil";
"INSTR_ASSET";"Classe d'actifs passifs";"N2111N";"Terrains supportant des bâtiments et des ouvrages de génie civil (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N21111N";"Terrains supportant des logements (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N21119N";"Autres terrains bâtis (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2112N";"Terrains cultivés (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2112";"Terrains cultivés";
"INSTR_ASSET";"Classe d'actifs passifs";"N2113X2119N";"Autres terrains et plans d’eau associés (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2113N";"Terrains et plans d’eau de loisirs (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2113";"Terrains et plans d’eau de loisirs";
"INSTR_ASSET";"Classe d'actifs passifs";"N2119N";"Autres terrains et plans d’eau (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N2119";"Autres terrains et plans d’eau";
"INSTR_ASSET";"Classe d'actifs passifs";"N212N";"Réserves de minerais et de produits énergétiques (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N212";"Réserves de minerais et de produits énergétiques";
"INSTR_ASSET";"Classe d'actifs passifs";"N21ON";"Ressources biologiques non cultivées et ressources en eau (N213+N214)";
"INSTR_ASSET";"Classe d'actifs passifs";"N214N";"Ressources en eau (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N214";"Ressources en eau";
"INSTR_ASSET";"Classe d'actifs passifs";"N215";"Autres ressources naturelles";
"INSTR_ASSET";"Classe d'actifs passifs";"N215N";"Autres ressources naturelles (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N23N";"Achats moins ventes de fonds commerciaux et d’autres actifs commerciaux (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N23";"Achats moins ventes de fonds commerciaux et d’autres actifs commerciaux";
"INSTR_ASSET";"Classe d'actifs passifs";"N1172N";"Prospection minière et évaluation (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N1179N";"Autres droits de propriété intellectuelle (net)";
"INSTR_ASSET";"Classe d'actifs passifs";"N22N";"Contrats, baux et licences  (net)";
"MATURITY";"Maturité";"_Z";"Non applicable";
"MATURITY";"Maturité";"T";"Toutes maturités à l’origine";
"MATURITY";"Maturité";"S";"Maturité à l’origine courte (jusqu’à 1 an)";
"MATURITY";"Maturité";"L";"Maturité à l’origine de long terme (Plus d’un an ou non précisé)";
"OBS_STATUS";"Statut de l'observation";"P";"Valeur provisoire";
"OBS_STATUS";"Statut de l'observation";"A";"Normale";
"OBS_STATUS";"Statut de l'observation";"M";"Valeur manquante : les données n’existent pas (sans objet : so)";
"OBS_STATUS_FR";"Version";"PROV";"Provisoire";
"OBS_STATUS_FR";"Version";"SD";"Semi-définitif";
"OBS_STATUS_FR";"Version";"D";"Définitif";
"PRICES";"Valorisation des prix";"V";"En valeur aux prix courants";
"PRICES";"Valorisation des prix";"Y";"Aux prix de l’année précédente";
"PRICES";"Valorisation des prix";"D";"Déflateur";
"PRICES";"Valorisation des prix";"L";"En volume aux prix de l’année précédente chaînés";
"PRICES";"Valorisation des prix";"U";"Au coût de remplacement";
"PRICES";"Valorisation des prix";"_Z";"Non applicable";
"PRICES";"Valorisation des prix";"O";"Au coût de remplacement de l’année précédente";
"PRICES";"Valorisation des prix";"LFA";"En volume aux prix de l’année précédente (fin d’année) chaînés";
"PRODUCT";"Produit";"_T";"Total";
"REF_SECTOR";"Secteur institutionnel";"S1";"Économie totale";
"REF_SECTOR";"Secteur institutionnel";"S11";"Sociétés non financières";
"REF_SECTOR";"Secteur institutionnel";"S12";"Sociétés financières";
"REF_SECTOR";"Secteur institutionnel";"S1313";"Administrations locales (à l’exclusion de la sécurité sociale)";
"REF_SECTOR";"Secteur institutionnel";"S12K64";"Sociétés financières : services principalement financiers, hors assurance";
"REF_SECTOR";"Secteur institutionnel";"S1314";"Administrations de sécurité sociale";
"REF_SECTOR";"Secteur institutionnel";"S12K65";"Sociétés financières : services principalement d’assurance";
"REF_SECTOR";"Secteur institutionnel";"S14";"Ménages";
"REF_SECTOR";"Secteur institutionnel";"S13";"Administrations publiques";
"REF_SECTOR";"Secteur institutionnel";"S15";"Institutions sans but lucratif au services des ménages";
"REF_SECTOR";"Secteur institutionnel";"S1311";"Administration centrale (à l’exclusion de la sécurité sociale)";
"REF_SECTOR";"Secteur institutionnel";"S13111";"État";
"REF_SECTOR";"Secteur institutionnel";"S13112";"Organismes divers d’administration centrale";
"REF_SECTOR";"Secteur institutionnel";"S11X14AA";"Sociétés et entreprises individuelles non financières";
"REF_SECTOR";"Secteur institutionnel";"S12X14AF";"Sociétés et entreprises individuelles financières";
"REF_SECTOR";"Secteur institutionnel";"S14B";"Ménages hors entrepreneurs individuels";
"REF_SECTOR";"Secteur institutionnel";"S1M";"Ménages et institutions sans but lucratif au services des ménages";
"REF_SECTOR";"Secteur institutionnel";"S12K66";"Sociétés financières : services principalement d’auxiliaires financiers";
"REF_SECTOR";"Secteur institutionnel";"S14AA";"Entreprises individuelles non financières";
"REF_SECTOR";"Secteur institutionnel";"S1312";"Administration d’états fédérés (à l’exclusion de la sécurité sociale)";
"REF_SECTOR";"Secteur institutionnel";"SBS";"Biens et services";
"REF_YEAR_PRICE";"Année de référence de l'indice de prix";"2020";"2020";
"STO";"Opération comptable";"P52";"Variation des stocks";
"STO";"Opération comptable";"P51G";"Formation brute de capital fixe";
"STO";"Opération comptable";"LE_N";"Patrimoine en fin d'année";
"STO";"Opération comptable";"LE";"Clôture du bilan/positions/flux";
"STO";"Opération comptable";"F";"Flux d’actifs ou passifs";
"STO";"Opération comptable";"KA_ACTIFS_TOTAL";"Autres changements de volume et ajustements";
"STO";"Opération comptable";"K7_ACTIFS_TOTAL";"Réévaluation";
"STO";"Opération comptable";"P5";"Formation brute de capital/Formation nette de capital";
"STO";"Opération comptable";"P53";"Acquisitions moins cessions d’objets de valeur";
"STO";"Opération comptable";"P5M";"Variation stocks + Acquis, moins cessions objets valeur (OPP52+OPP53)";
"STO";"Opération comptable";"ACTIFS_TOTAL";"Flux d’actifs";
"STO";"Opération comptable";"P51C";"Consommation de capital fixe";
"TIME_PERIOD";"Période temporelle";"2025";"2025";
"TIME_PERIOD";"Période temporelle";"2024";"2024";
"TIME_PERIOD";"Période temporelle";"2023";"2023";
"TIME_PERIOD";"Période temporelle";"2022";"2022";
"TIME_PERIOD";"Période temporelle";"2021";"2021";
"TIME_PERIOD";"Période temporelle";"2020";"2020";
"TIME_PERIOD";"Période temporelle";"2019";"2019";
"TIME_PERIOD";"Période temporelle";"2018";"2018";
"TIME_PERIOD";"Période temporelle";"2017";"2017";
"TIME_PERIOD";"Période temporelle";"2016";"2016";
"TIME_PERIOD";"Période temporelle";"2015";"2015";
"TIME_PERIOD";"Période temporelle";"2014";"2014";
"TIME_PERIOD";"Période temporelle";"2013";"2013";
"TIME_PERIOD";"Période temporelle";"2012";"2012";
"TIME_PERIOD";"Période temporelle";"2011";"2011";
"TIME_PERIOD";"Période temporelle";"2010";"2010";
"TIME_PERIOD";"Période temporelle";"2009";"2009";
"TIME_PERIOD";"Période temporelle";"2008";"2008";
"TIME_PERIOD";"Période temporelle";"2007";"2007";
"TIME_PERIOD";"Période temporelle";"2006";"2006";
"TIME_PERIOD";"Période temporelle";"2005";"2005";
"TIME_PERIOD";"Période temporelle";"2004";"2004";
"TIME_PERIOD";"Période temporelle";"2003";"2003";
"TIME_PERIOD";"Période temporelle";"2002";"2002";
"TIME_PERIOD";"Période temporelle";"2001";"2001";
"TIME_PERIOD";"Période temporelle";"2000";"2000";
"TIME_PERIOD";"Période temporelle";"1999";"1999";
"TIME_PERIOD";"Période temporelle";"1998";"1998";
"TIME_PERIOD";"Période temporelle";"1997";"1997";
"TIME_PERIOD";"Période temporelle";"1996";"1996";
"TIME_PERIOD";"Période temporelle";"1995";"1995";
"TIME_PERIOD";"Période temporelle";"1994";"1994";
"TIME_PERIOD";"Période temporelle";"1993";"1993";
"TIME_PERIOD";"Période temporelle";"1951";"1951";
"TIME_PERIOD";"Période temporelle";"1950";"1950";
"TIME_PERIOD";"Période temporelle";"1949";"1949";
"TIME_PERIOD";"Période temporelle";"1992";"1992";
"TIME_PERIOD";"Période temporelle";"1991";"1991";
"TIME_PERIOD";"Période temporelle";"1990";"1990";
"TIME_PERIOD";"Période temporelle";"1989";"1989";
"TIME_PERIOD";"Période temporelle";"1988";"1988";
"TIME_PERIOD";"Période temporelle";"1987";"1987";
"TIME_PERIOD";"Période temporelle";"1986";"1986";
"TIME_PERIOD";"Période temporelle";"1985";"1985";
"TIME_PERIOD";"Période temporelle";"1984";"1984";
"TIME_PERIOD";"Période temporelle";"1983";"1983";
"TIME_PERIOD";"Période temporelle";"1982";"1982";
"TIME_PERIOD";"Période temporelle";"1981";"1981";
"TIME_PERIOD";"Période temporelle";"1980";"1980";
"TIME_PERIOD";"Période temporelle";"1979";"1979";
"TIME_PERIOD";"Période temporelle";"1978";"1978";
"TIME_PERIOD";"Période temporelle";"1977";"1977";
"TIME_PERIOD";"Période temporelle";"1976";"1976";
"TIME_PERIOD";"Période temporelle";"1975";"1975";
"TIME_PERIOD";"Période temporelle";"1974";"1974";
"TIME_PERIOD";"Période temporelle";"1973";"1973";
"TIME_PERIOD";"Période temporelle";"1972";"1972";
"TIME_PERIOD";"Période temporelle";"1971";"1971";
"TIME_PERIOD";"Période temporelle";"1970";"1970";
"TIME_PERIOD";"Période temporelle";"1969";"1969";
"TIME_PERIOD";"Période temporelle";"1968";"1968";
"TIME_PERIOD";"Période temporelle";"1967";"1967";
"TIME_PERIOD";"Période temporelle";"1966";"1966";
"TIME_PERIOD";"Période temporelle";"1965";"1965";
"TIME_PERIOD";"Période temporelle";"1964";"1964";
"TIME_PERIOD";"Période temporelle";"1963";"1963";
"TIME_PERIOD";"Période temporelle";"1962";"1962";
"TIME_PERIOD";"Période temporelle";"1961";"1961";
"TIME_PERIOD";"Période temporelle";"1960";"1960";
"TIME_PERIOD";"Période temporelle";"1959";"1959";
"TIME_PERIOD";"Période temporelle";"1958";"1958";
"TIME_PERIOD";"Période temporelle";"1957";"1957";
"TIME_PERIOD";"Période temporelle";"1956";"1956";
"TIME_PERIOD";"Période temporelle";"1955";"1955";
"TIME_PERIOD";"Période temporelle";"1954";"1954";
"TIME_PERIOD";"Période temporelle";"1953";"1953";
"TIME_PERIOD";"Période temporelle";"1952";"1952";
"TRANSFORMATION";"Transformation chronologique";"N";"Aucune";
"TRANSFORMATION";"Transformation chronologique";"GY_IX";"Croissance annuelle de l’indice";
"TRANSFORMATION";"Transformation chronologique";"GY";"Croissance annuelle ";
"UNIT_MEASURE";"Unité de mesure";"XDC";"Devise nationale (Euros)";
"UNIT_MEASURE";"Unité de mesure";"IX";"Indice";
"UNIT_MEASURE";"Unité de mesure";"PT";"Pourcentage";
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"6";"Millions";
"UNIT_MULT";"Quantité d'unités (en puissance de 10)";"0";"Unités";
"VALUATION";"Valuation";"S";"Evaluation standard";
GEO_OBJECT;Niveau géographique;FRANCE;France;
"GEO";"Géographie";"F";"France";"FRANCE"
